Variable1,Variable2,Correlation Coefficient,p.value,p.adjusted,Method
Creatinine,hsa-miR-432-5p,-0.08111138170129244,0.18430601336938265,0.6690386644394546,Kendall
ALAT,hsa-miR-432-5p,0.05828379044744281,0.3391632226406829,0.7992948906466807,Kendall
ASAT,hsa-miR-432-5p,-0.010509919470239869,0.8644975546107325,0.9752182570572814,Kendall
Glucose,hsa-miR-432-5p,0.01751832720090651,0.7751923015241101,0.9618192616495802,Kendall
HbA1c,hsa-miR-432-5p,-0.06622748194501037,0.40642208003461133,0.8315947547580669,Kendall
Target_fibrotic,hsa-miR-432-5p,0.11239807607254018,0.25360697228085666,0.7339684138951851,Kendall
Target_lipidic,hsa-miR-432-5p,-0.10799030838342097,0.2727016258411893,0.7454268790495504,Kendall
Target_necrotic,hsa-miR-432-5p,-0.13080476013310025,0.18411197887142414,0.6690386644394546,Kendall
Target_Calcific,hsa-miR-432-5p,0.16529128834197085,0.09317723700865314,0.564700459198913,Kendall
Age,hsa-miR-4433b-3p,0.04793193758211466,0.46675847829511813,0.8662960766840215,Kendall
BMI,hsa-miR-4433b-3p,-0.10847502319921772,0.09477277541075863,0.564700459198913,Kendall
WBC,hsa-miR-4433b-3p,0.01683870103728271,0.7954353473028266,0.964626193016168,Kendall
RBC,hsa-miR-4433b-3p,-0.09162289236031106,0.15810101136490368,0.6417956040118923,Kendall
HGB,hsa-miR-4433b-3p,-0.16278881926212208,0.012796001127273198,0.33640784642999155,Kendall
HCT,hsa-miR-4433b-3p,-0.1176811965865737,0.07054700558787934,0.5316496438613927,Kendall
PLT,hsa-miR-4433b-3p,0.018120273832023158,0.7800963576433324,0.9638447008159965,Kendall
NE_abs,hsa-miR-4433b-3p,0.033503887425923945,0.6071295096857167,0.9130803630382569,Kendall
LY_abs,hsa-miR-4433b-3p,-0.025283993595274456,0.7010617336387278,0.9459910410714166,Kendall
MO_abs,hsa-miR-4433b-3p,-0.10077205267852331,0.13998557581825355,0.6256826534062245,Kendall
Eo_Abs,hsa-miR-4433b-3p,-0.02865147973016912,0.6865168147452887,0.939061775824085,Kendall
Total_cholesterol,hsa-miR-4433b-3p,0.07219709496508707,0.26507185582361137,0.7437432707235103,Kendall
LDL,hsa-miR-4433b-3p,0.009909107076334314,0.8784898474284142,0.9785354640812461,Kendall
HDL,hsa-miR-4433b-3p,0.06580014791885719,0.3112204622652588,0.782334019136245,Kendall
TG,hsa-miR-4433b-3p,-0.04512277935385749,0.4865871826227159,0.8722104735178473,Kendall
Creatinine,hsa-miR-4433b-3p,0.05473144416821929,0.4021006290766503,0.8300280363028039,Kendall
ALAT,hsa-miR-4433b-3p,-0.09363081234674632,0.15095655282267026,0.6351832148861086,Kendall
ASAT,hsa-miR-4433b-3p,-0.1174524211008084,0.07447790086096283,0.5338416092562829,Kendall
Glucose,hsa-miR-4433b-3p,0.06879613642649685,0.29419463858005357,0.7655506877746162,Kendall
HbA1c,hsa-miR-4433b-3p,-0.026029850153559964,0.7601195188276847,0.9582516085404255,Kendall
Target_fibrotic,hsa-miR-4433b-3p,0.10407172268441803,0.31926943766788884,0.7862452222582833,Kendall
Target_lipidic,hsa-miR-4433b-3p,-0.1688710971860368,0.10607560930907603,0.5897084720911345,Kendall
Target_necrotic,hsa-miR-4433b-3p,-0.08053354753614003,0.44101894923633783,0.8517008464366811,Kendall
Target_Calcific,hsa-miR-4433b-3p,0.05301767004677899,0.6118910227975544,0.9154041572793348,Kendall
Age,hsa-miR-4433b-5p,0.0902865651113554,0.12795245323486407,0.611536778436825,Kendall
BMI,hsa-miR-4433b-5p,-0.04471535091279103,0.4444516907223718,0.8537920593126554,Kendall
WBC,hsa-miR-4433b-5p,-0.009164660711838243,0.8755019637218716,0.977860348278573,Kendall
RBC,hsa-miR-4433b-5p,-0.059971047614135235,0.30498043956524074,0.7748820611307186,Kendall
HGB,hsa-miR-4433b-5p,-0.1212089558750972,0.03957591367634834,0.4564270142586239,Kendall
HCT,hsa-miR-4433b-5p,-0.07784151705726705,0.1841215215950717,0.6690386644394546,Kendall
PLT,hsa-miR-4433b-5p,-0.01297345212347347,0.8243554018694225,0.9685801205789674,Kendall
NE_abs,hsa-miR-4433b-5p,-0.05550467396979947,0.34424038097075016,0.8013515368537095,Kendall
LY_abs,hsa-miR-4433b-5p,-0.07932808521409158,0.1810770595997811,0.6665825436899777,Kendall
MO_abs,hsa-miR-4433b-5p,0.0038254542380586148,0.9503837799831866,0.9934883166427817,Kendall
Eo_Abs,hsa-miR-4433b-5p,-0.03357874565520599,0.5992767647775746,0.9102422960785369,Kendall
Total_cholesterol,hsa-miR-4433b-5p,0.0625653622410997,0.2835640637275047,0.7558782008339986,Kendall
LDL,hsa-miR-4433b-5p,0.07468337350109087,0.2007627031602039,0.6880139824610397,Kendall
HDL,hsa-miR-4433b-5p,0.0264143797110239,0.6517213644943213,0.9240598560596841,Kendall
TG,hsa-miR-4433b-5p,0.0030502722685262153,0.9583526304334045,0.9938692956623455,Kendall
Creatinine,hsa-miR-4433b-5p,-0.026123805749193627,0.6569941183020171,0.9252454481423623,Kendall
ALAT,hsa-miR-4433b-5p,-0.024097991513643054,0.6814971259966981,0.9384367551309313,Kendall
ASAT,hsa-miR-4433b-5p,-0.0322265113955151,0.5868237424334319,0.9044634268299888,Kendall
Glucose,hsa-miR-4433b-5p,-0.027454695808601874,0.6420539502543906,0.9203515554781743,Kendall
HbA1c,hsa-miR-4433b-5p,-0.12990555239254584,0.08218814800240129,0.5474304791775553,Kendall
Target_fibrotic,hsa-miR-4433b-5p,0.13029613059003134,0.15695499363616003,0.6411631252030207,Kendall
Target_lipidic,hsa-miR-4433b-5p,-0.14427912997042494,0.11704868859051289,0.6016356395372838,Kendall
Target_necrotic,hsa-miR-4433b-5p,-0.1271580188994873,0.1673104573226824,0.6518294287548848,Kendall
Target_Calcific,hsa-miR-4433b-5p,0.08072004187772673,0.38056830952182463,0.8178379918633287,Kendall
Age,hsa-miR-4446-3p,-0.017626539286107457,0.7793274669076763,0.9633897329612481,Kendall
BMI,hsa-miR-4446-3p,-0.03385055100869587,0.5851815332262678,0.903806890697705,Kendall
WBC,hsa-miR-4446-3p,-0.021271569761336203,0.7316906273025723,0.9551396071904356,Kendall
RBC,hsa-miR-4446-3p,0.011118175498064611,0.857689311152055,0.9728741993875173,Kendall
HGB,hsa-miR-4446-3p,-0.05627151197367168,0.36763820728255125,0.8137582766341129,Kendall
HCT,hsa-miR-4446-3p,-0.020335393117197658,0.7435515930706221,0.9566585611439493,Kendall
PLT,hsa-miR-4446-3p,0.03579228287992216,0.5636994779122544,0.8971838992529558,Kendall
NE_abs,hsa-miR-4446-3p,-0.04342482184719579,0.4853620106383789,0.8722104735178473,Kendall
LY_abs,hsa-miR-4446-3p,-0.023959869320267897,0.7033028567999691,0.9472722091588163,Kendall
MO_abs,hsa-miR-4446-3p,-0.06039975970592313,0.3543454971949632,0.8072450693140639,Kendall
Eo_Abs,hsa-miR-4446-3p,0.081404490091309,0.22986089965472817,0.7148391117492577,Kendall
Total_cholesterol,hsa-miR-4446-3p,0.04389163977185546,0.4781211683652529,0.8722104735178473,Kendall
LDL,hsa-miR-4446-3p,0.07416800159446559,0.23091840220628337,0.7148391117492577,Kendall
HDL,hsa-miR-4446-3p,-0.05430267294970242,0.3816107866154559,0.8178379918633287,Kendall
TG,hsa-miR-4446-3p,0.025145540903744285,0.6848092173494381,0.9388050856410377,Kendall
Creatinine,hsa-miR-4446-3p,0.04083295021133633,0.5128247433879158,0.8839681762902813,Kendall
ALAT,hsa-miR-4446-3p,-0.0027001881924921386,0.9654139887395263,0.9938692956623455,Kendall
ASAT,hsa-miR-4446-3p,-0.030153641411672587,0.6316366691066526,0.918637639999598,Kendall
Glucose,hsa-miR-4446-3p,0.10575581111601966,0.09137175065469319,0.5639503750085364,Kendall
HbA1c,hsa-miR-4446-3p,-0.007152109250590599,0.9292839282428804,0.987158011309297,Kendall
Target_fibrotic,hsa-miR-4446-3p,0.04242551371188471,0.6678110911167681,0.9313374360889741,Kendall
Target_lipidic,hsa-miR-4446-3p,-0.03349382661464582,0.7347559861782671,0.9552659933552101,Kendall
Target_necrotic,hsa-miR-4446-3p,-0.03350432460161874,0.7347508592897068,0.9552659933552101,Kendall
Target_Calcific,hsa-miR-4446-3p,0.07666364758463377,0.43805078102565265,0.8497025569430289,Kendall
Age,hsa-miR-4508,-0.13637730479289792,0.02408467159441509,0.4076049580892656,Kendall
BMI,hsa-miR-4508,0.12348405235708189,0.038283517921486265,0.4554350111281475,Kendall
WBC,hsa-miR-4508,0.07625218293511261,0.20093162690495073,0.6880139824610397,Kendall
RBC,hsa-miR-4508,-0.013131375159215485,0.8255873513789261,0.9685801205789674,Kendall
HGB,hsa-miR-4508,0.01244220304400188,0.8357974152484353,0.9685801205789674,Kendall
HCT,hsa-miR-4508,-0.02059338737285373,0.7303000265288464,0.9551396071904356,Kendall
PLT,hsa-miR-4508,0.0583522137956473,0.3273871339012774,0.7920767749603087,Kendall
NE_abs,hsa-miR-4508,0.05442696642260294,0.36287219517377245,0.8126144939358018,Kendall
LY_abs,hsa-miR-4508,-0.034896412123570704,0.5638029237378652,0.8971838992529558,Kendall
MO_abs,hsa-miR-4508,-9.545626990631235e-4,0.9878468572157791,0.9984941719598807,Kendall
Eo_Abs,hsa-miR-4508,-0.07015364375715462,0.28152880210090037,0.7530758791732045,Kendall
Total_cholesterol,hsa-miR-4508,0.008735869200556844,0.8832130251340155,0.9793936947984034,Kendall
LDL,hsa-miR-4508,0.02431671735035724,0.6827718394170585,0.9384901287985035,Kendall
HDL,hsa-miR-4508,-0.10830474545618027,0.06941477930549775,0.5306648167106198,Kendall
TG,hsa-miR-4508,0.12928712672068443,0.029890561046709507,0.43344459892575804,Kendall
Creatinine,hsa-miR-4508,-0.10642797354319643,0.07591706385562105,0.5338416092562829,Kendall
ALAT,hsa-miR-4508,0.040588786620102436,0.4976447912535262,0.8771180455870748,Kendall
ASAT,hsa-miR-4508,-0.07226948583179468,0.23184307179607716,0.7148391117492577,Kendall
Glucose,hsa-miR-4508,0.04131084459964695,0.4925970760162652,0.8757813019517214,Kendall
HbA1c,hsa-miR-4508,-0.09231814786675949,0.23267725284073937,0.7148391117492577,Kendall
Target_fibrotic,hsa-miR-4508,-0.08197899711923944,0.3903769031704658,0.821795876845406,Kendall
Target_lipidic,hsa-miR-4508,0.08197899711923944,0.3903769031704658,0.821795876845406,Kendall
Target_necrotic,hsa-miR-4508,0.11792410231201213,0.21676055324562618,0.7026102074145285,Kendall
Target_Calcific,hsa-miR-4508,0.07113879915305903,0.45605654025025605,0.8622886218072369,Kendall
Age,hsa-miR-450a-5p,-0.04757555548380067,0.48380969085211706,0.8722104735178473,Kendall
BMI,hsa-miR-450a-5p,-0.08458662554292803,0.20663797416471014,0.6915297022758407,Kendall
WBC,hsa-miR-450a-5p,0.04755427456328623,0.4778745832656268,0.8722104735178473,Kendall
RBC,hsa-miR-450a-5p,-0.022889367559487037,0.7324952984459074,0.9551396071904356,Kendall
HGB,hsa-miR-450a-5p,-0.06973293346944028,0.3012946672424966,0.7722183832372518,Kendall
HCT,hsa-miR-450a-5p,0,1,1,Kendall
PLT,hsa-miR-450a-5p,0.09870532695749282,0.14042736130108463,0.6256826534062245,Kendall
NE_abs,hsa-miR-450a-5p,0.059470945937613366,0.376320903214815,0.8161518832945988,Kendall
LY_abs,hsa-miR-450a-5p,0.053617238679351004,0.43005710255017354,0.8462376571321468,Kendall
MO_abs,hsa-miR-450a-5p,-0.053498931781431926,0.44759475982574637,0.8554474766037018,Kendall
Eo_Abs,hsa-miR-450a-5p,-0.007601150597238187,0.9173487366182895,0.9845050023960201,Kendall
Total_cholesterol,hsa-miR-450a-5p,-0.013948890249115664,0.8346643831775019,0.9685801205789674,Kendall
LDL,hsa-miR-450a-5p,-0.010292843620622579,0.8776604696993906,0.9782874807675221,Kendall
HDL,hsa-miR-450a-5p,0.041278186140478276,0.5380316081366441,0.8910703815448916,Kendall
TG,hsa-miR-450a-5p,-0.142272753016899,0.03346645692111451,0.4346428037728565,Kendall
Creatinine,hsa-miR-450a-5p,-0.06437602035774868,0.339427909228409,0.799582571397155,Kendall
ALAT,hsa-miR-450a-5p,-0.058625719348052274,0.3833960160444446,0.8183550537694869,Kendall
ASAT,hsa-miR-450a-5p,-0.057852410235728555,0.3944324335772796,0.8252914836375411,Kendall
Glucose,hsa-miR-450a-5p,0.17562535901174212,0.009440180678445003,0.2919680538273212,Kendall
HbA1c,hsa-miR-450a-5p,-0.015312768618823556,0.8612520693033988,0.973945863300248,Kendall
Target_fibrotic,hsa-miR-450a-5p,-0.05068287107039207,0.6365254105390274,0.9193514421876328,Kendall
Target_lipidic,hsa-miR-450a-5p,0.11566091090422806,0.2808500950901293,0.7527734767682878,Kendall
Target_necrotic,hsa-miR-450a-5p,0.037699075441512055,0.7252893676828642,0.9550016226349155,Kendall
Target_Calcific,hsa-miR-450a-5p,0.08447145178398678,0.4309283706550208,0.8466156922623456,Kendall
Age,hsa-miR-451a,-0.28564072051045303,1.1379125721342666e-6,0.0013063236328101381,Kendall
BMI,hsa-miR-451a,0.018309202747048735,0.7517146716275485,0.9567277638896071,Kendall
WBC,hsa-miR-451a,0.10310904609403336,0.074900152175216,0.5338416092562829,Kendall
RBC,hsa-miR-451a,0.12124534185441271,0.03612280614281281,0.4472288219909363,Kendall
HGB,hsa-miR-451a,0.12729312127750528,0.028961573413253824,0.4239477515648034,Kendall
HCT,hsa-miR-451a,0.10915161834017416,0.05985981956236554,0.5058157007948602,Kendall
PLT,hsa-miR-451a,0.04941616102535393,0.39298555878628694,0.8235121779494811,Kendall
NE_abs,hsa-miR-451a,0.13016547557649857,0.025012882482677447,0.4096012702487567,Kendall
LY_abs,hsa-miR-451a,-0.024617513984432668,0.6749416434376552,0.9344719678389083,Kendall
MO_abs,hsa-miR-451a,0.05391848789597961,0.3755028070395477,0.8159190330878248,Kendall
Eo_Abs,hsa-miR-451a,-0.001725790009133371,0.9782297704931108,0.9953994507338395,Kendall
Total_cholesterol,hsa-miR-451a,-0.07639825610455361,0.1858050269647708,0.671864960558509,Kendall
LDL,hsa-miR-451a,-0.0287050824515758,0.619282977935106,0.918637639999598,Kendall
HDL,hsa-miR-451a,-0.17839011054700354,0.0020690139851937015,0.16144441133142723,Kendall
TG,hsa-miR-451a,0.09649854029954984,0.09505961126896009,0.564700459198913,Kendall
Creatinine,hsa-miR-451a,-0.0023846788254494036,0.9673285872869565,0.9938692956623455,Kendall
ALAT,hsa-miR-451a,0.16312000786290032,0.004998488118555552,0.21986919493104545,Kendall
ASAT,hsa-miR-451a,0.07010129824172316,0.23229161717163835,0.7148391117492577,Kendall
Glucose,hsa-miR-451a,0.05444211885261973,0.35166469070114964,0.8065168983355407,Kendall
HbA1c,hsa-miR-451a,-0.1634973863865199,0.02763460426640436,0.41399782437763694,Kendall
Target_fibrotic,hsa-miR-451a,-0.12406015037593983,0.17288185291425823,0.6610810470718891,Kendall
Target_lipidic,hsa-miR-451a,0.12030075187969923,0.18626840401990075,0.6724406535058052,Kendall
Target_necrotic,hsa-miR-451a,0.13600752783175,0.13521989842404153,0.6197577241156594,Kendall
Target_Calcific,hsa-miR-451a,-0.04010025062656641,0.6595269819434959,0.9261213985310771,Kendall
Age,hsa-miR-454-3p,-0.18234031058435643,0.003578812191512067,0.19564173313599298,Kendall
BMI,hsa-miR-454-3p,-0.022680095174180022,0.7132116195931192,0.9510842873491018,Kendall
WBC,hsa-miR-454-3p,0.12454636004097695,0.04362837816578788,0.4651528101124968,Kendall
RBC,hsa-miR-454-3p,0.009166568222997724,0.8818832409814158,0.9793936947984034,Kendall
HGB,hsa-miR-454-3p,-0.02066437887475227,0.7395137381374806,0.9566585611439493,Kendall
HCT,hsa-miR-454-3p,-2.4186639425124903e-4,0.9968797594228526,0.9996424999623176,Kendall
PLT,hsa-miR-454-3p,0.14929438482225585,0.015507247301300068,0.36085783584917186,Kendall
NE_abs,hsa-miR-454-3p,0.12630488329588432,0.041398124133324915,0.46240344581306875,Kendall
LY_abs,hsa-miR-454-3p,-0.002083421336539224,0.973447818242185,0.9948232302748027,Kendall
MO_abs,hsa-miR-454-3p,0.039494263968009806,0.5427445423916113,0.8932961398511846,Kendall
Eo_Abs,hsa-miR-454-3p,-0.0037281226352696064,0.9559256612177371,0.9938692956623455,Kendall
Total_cholesterol,hsa-miR-454-3p,-0.05632824348504152,0.36025369186193223,0.8122149943540938,Kendall
LDL,hsa-miR-454-3p,-0.03576601032190949,0.5615045135950067,0.8971838992529558,Kendall
HDL,hsa-miR-454-3p,0.012073669610680937,0.8449945628979625,0.9690960486433804,Kendall
TG,hsa-miR-454-3p,-0.02964353000557966,0.6305741689157875,0.918637639999598,Kendall
Creatinine,hsa-miR-454-3p,-0.09397550890779248,0.13009096803747236,0.6147112650726806,Kendall
ALAT,hsa-miR-454-3p,0.10492773426685294,0.09037366035735049,0.56386631594881,Kendall
ASAT,hsa-miR-454-3p,0.014332448968734464,0.8188520770979832,0.9685801205789674,Kendall
Glucose,hsa-miR-454-3p,0.08049621528041978,0.19655365712974118,0.6858468036016501,Kendall
HbA1c,hsa-miR-454-3p,-0.11831344342306423,0.14521222482167423,0.6295425757110817,Kendall
Target_fibrotic,hsa-miR-454-3p,-0.08781920404689765,0.3823358024212289,0.8178379918633287,Kendall
Target_lipidic,hsa-miR-454-3p,0.019779100010562534,0.8440177878855999,0.9690960486433804,Kendall
Target_necrotic,hsa-miR-454-3p,0.11158908852495393,0.26711521057359566,0.7437432707235103,Kendall
Target_Calcific,hsa-miR-454-3p,-0.0625019560333776,0.5341051015579863,0.8901970392766195,Kendall
Age,hsa-miR-454-5p,-0.09265492595199798,0.154232915566177,0.6399736882047151,Kendall
BMI,hsa-miR-454-5p,-0.0814145747958727,0.20411050909411113,0.6889621780684537,Kendall
WBC,hsa-miR-454-5p,0.07340980306379716,0.2523497044422223,0.7323681563603365,Kendall
RBC,hsa-miR-454-5p,0.00871138300528059,0.8918909897911494,0.9806257532955458,Kendall
HGB,hsa-miR-454-5p,0.020165301553836706,0.754811649715646,0.9580137078464128,Kendall
HCT,hsa-miR-454-5p,0.03480163650246376,0.5880922718910273,0.9045871108772855,Kendall
PLT,hsa-miR-454-5p,0.07512350774282363,0.24110401368790152,0.7248906356535424,Kendall
NE_abs,hsa-miR-454-5p,0.04537199429446622,0.48069611335659174,0.8722104735178473,Kendall
LY_abs,hsa-miR-454-5p,-0.059195120198650135,0.362707232677838,0.8126144939358018,Kendall
MO_abs,hsa-miR-454-5p,0.020693468825552206,0.7588935792981482,0.9582516085404255,Kendall
Eo_Abs,hsa-miR-454-5p,-0.054850809429881194,0.43391092718973384,0.8478419822783078,Kendall
Total_cholesterol,hsa-miR-454-5p,-0.17033027344839652,0.007748812997002988,0.2668691196167829,Kendall
LDL,hsa-miR-454-5p,-0.0769209131153914,0.2294022553229431,0.7148391117492577,Kendall
HDL,hsa-miR-454-5p,-0.24934710414516684,1.017680511377625e-4,0.036893596644047795,Kendall
TG,hsa-miR-454-5p,0.026110187598120352,0.6834789036135749,0.9384901287985035,Kendall
Creatinine,hsa-miR-454-5p,-0.10632842929231529,0.09924852832073701,0.5764113516637744,Kendall
ALAT,hsa-miR-454-5p,0.10747535808345542,0.09501434318008972,0.564700459198913,Kendall
ASAT,hsa-miR-454-5p,0.0886148534349162,0.17291851394863178,0.6610810470718891,Kendall
Glucose,hsa-miR-454-5p,-0.11534253607844158,0.07489750651566043,0.5338416092562829,Kendall
HbA1c,hsa-miR-454-5p,-0.0969694699064658,0.23130767197777155,0.7148391117492577,Kendall
Target_fibrotic,hsa-miR-454-5p,-0.04509634802408258,0.6537161135424714,0.9240598560596841,Kendall
Target_lipidic,hsa-miR-454-5p,0.08148989204351763,0.4175733641196782,0.837374273581381,Kendall
Target_necrotic,hsa-miR-454-5p,0.057773074200862674,0.5656015741541811,0.897457646342778,Kendall
Target_Calcific,hsa-miR-454-5p,-0.030855396016477552,0.7588884716519145,0.9582516085404255,Kendall
Age,hsa-miR-4685-3p,-0.1295825632189398,0.043633507952831024,0.4651528101124968,Kendall
BMI,hsa-miR-4685-3p,0.010533430696654505,0.8678693417466432,0.9763400590948447,Kendall
WBC,hsa-miR-4685-3p,0.13516513722655818,0.032838852166941775,0.4346428037728565,Kendall
RBC,hsa-miR-4685-3p,0.060976687131166336,0.33540926435570534,0.7974685571624914,Kendall
HGB,hsa-miR-4685-3p,0.057129144904705054,0.37032180343769633,0.8137582766341129,Kendall
HCT,hsa-miR-4685-3p,0.04354013800486231,0.4926492466443244,0.8757813019517214,Kendall
PLT,hsa-miR-4685-3p,0.027688551220616163,0.6617660549871655,0.9279813898109925,Kendall
NE_abs,hsa-miR-4685-3p,0.08106347809577048,0.20205266886207104,0.6886386853646439,Kendall
LY_abs,hsa-miR-4685-3p,0.029327764514562992,0.6479407011451713,0.9223162045114064,Kendall
MO_abs,hsa-miR-4685-3p,0.02653886447488919,0.69019639260653,0.9411962474235671,Kendall
Eo_Abs,hsa-miR-4685-3p,0.0724858417974159,0.2950352896575762,0.7658705951103518,Kendall
Total_cholesterol,hsa-miR-4685-3p,-0.08407234502020704,0.18324793774857978,0.6690386644394546,Kendall
LDL,hsa-miR-4685-3p,-0.030635420874373848,0.6278963781753213,0.918637639999598,Kendall
HDL,hsa-miR-4685-3p,-0.20446231437511336,0.0012520155358306238,0.1407920599016747,Kendall
TG,hsa-miR-4685-3p,0.12041271421892186,0.05692488552846777,0.5006262647762674,Kendall
Creatinine,hsa-miR-4685-3p,-0.07080579291564199,0.26633190804139906,0.7437432707235103,Kendall
ALAT,hsa-miR-4685-3p,0.1445831971118194,0.022957179079079564,0.39931578155732333,Kendall
ASAT,hsa-miR-4685-3p,0.07447516023438754,0.2461280567986465,0.7304581673680149,Kendall
Glucose,hsa-miR-4685-3p,0.0285291649280931,0.6555449333591705,0.9245674053012614,Kendall
HbA1c,hsa-miR-4685-3p,-0.0870869604043757,0.2761813138398748,0.7492737563634353,Kendall
Target_fibrotic,hsa-miR-4685-3p,-0.17704533551295545,0.072136273077976,0.5338416092562829,Kendall
